"pcp-dstat 6.3.7 CSV Output"
"Author:","PCP team <pcp@groups.io> and Dag Wieers <dag@wieers.com>",,,,"URL:","https://pcp.io/ and http://dag.wieers.com/home-made/dstat/"
"Host:","server1",,,,"User:","admin"
"Cmdline:","dstat -cdnmg --top-cpu --top-io --top-mem --output dstat.csv 3",,,,"Date:","02 Jul 2025 17:19:20 UTC"
"total usage",,,,,"dsk/total",,"net/total",,"memory usage",,,,"paging",,"most expensive cpu process",,"most expensive I/O process",,,"most expensive memory process",
1.751,0.500,97.808,0,1.001,0,0,21631.725,68274.163,8098640,6284068,2916,1600464,0,0,"Core app process",0.500,"python3",42752.149,284.167,"Core app process",802336
1.250,0.750,97.751,0,2.000,0,0,26217.223,93576.796,8094984,6287724,2916,1600464,0,0,"Core app process",0.750,"python3",42717.363,282.002,"Core app process",802336
2.250,0,97.749,0,1.750,0,4.000,39191.777,132239.248,8094228,6288480,2916,1600464,0,0,"memory cache",0.500,"python3",42707.757,288.998,"Core app process",802336
2.749,0.500,96.223,0,2.499,0,23.993,5404127.870,182510.134,8007968,6374740,2916,1600464,0,0,"Core app process",1.750,"python3",42702.099,283.921,"Core app process",719444
1.750,0.500,97.730,0,1.250,0,39.992,34386.955,90897.377,8002116,6380592,2916,1600464,0,0,"Pronghorn Vipte",0.500,"python3",42709.250,283.942,"Core app process",742184
0.750,0.250,98.501,0,2.500,0,4.000,16516.216,59238.775,8004384,6378324,2916,1600464,0,0,"Core app process",0.250,"python3",42730.559,289.004,"Core app process",747132
1.250,0.250,98.019,0,1.500,0,0,30547.976,92462.088,8016728,6365980,2916,1600464,0,0,"db",0.250,"python3",42716.356,289.057,"Core app process",748412
2.499,0.500,97.475,0,1.500,0,0,41527.454,136835.249,8017736,6364972,2916,1600464,0,0,"Core app process",0.500,"python3",42709.154,288.927,"Core app process",750076
12.996,1.000,85.724,0,1.500,0,0,246555.860,286479.854,8024628,6358076,2916,1600468,0,0,"Core app process",10.247,"python3",42721.154,283.915,"Core app process",760924
2.250,0.500,97.998,0,3.000,0,0,25854.461,88456.157,8025132,6357572,2916,1600468,0,0,"Core app process",0.500,"python3",42707.110,281.994,"Core app process",760924
1.250,0.250,97.748,0,2.500,0,0,21684.549,70292.539,8026216,6356488,2916,1600468,0,0,"Core app process",0.500,"python3",42716.112,283.994,"Core app process",763816
1.999,0,97.722,0,1.000,0,0,25161.686,90157.793,8026720,6355984,2916,1600468,0,0,"memory cache",0.500,"python3",42701.588,281.918,"Core app process",764072
13.752,1.250,84.511,0,0.500,0,0,21461927.337,457655.156,8026044,6356612,2916,1600516,0,0,"Pronghorn Opera",7.251,"python3",42729.336,291.036,"Core app process",765332
0.750,0.250,98.003,0,2.500,0,0,26070.752,91782.646,8026800,6355856,2916,1600516,0,0,"Core app process",0.250,"python3",42559.227,282.008,"Core app process",765332
1.500,0.250,98.031,0,2.501,0,0,31103.913,87177.785,8027304,6355352,2916,1600516,0,0,"Core app process",0.250,"python3",42544.560,289.092,"Core app process",765460
1.250,0.500,98.240,0,2.250,0,0,19388.064,69537.057,8027552,6355100,2916,1600520,0,0,"memory cache",0.250,"python3",42527.754,281.972,"Core app process",765460
24.492,1.999,72.476,0,1.250,0,0,21444122.797,423791.761,8028084,6354564,2916,1600524,0,0,"Core app process",17.744,"python3",42511.932,290.904,"Core app process",755500
2.501,0.500,97.303,0,0.750,0,0,41861.784,133429.623,8028084,6354564,2916,1600524,0,0,"docker-proxy",0.500,"python3",42575.173,289.157,"Core app process",755500
1.000,0,98.018,0,0.500,0,0,29609.434,86491.874,8028080,6354564,2916,1600528,0,0,"db",0.250,"python3",42533.806,282.052,"Core app process",755500
2.000,0,97.978,0,1.250,0,0,21578.193,73229.685,8028580,6354064,2916,1600528,0,0,"Core app process",0.500,"python3",42522.526,283.937,"Core app process",755500
16.759,1.501,81.546,0,0.750,0,0,21239234.196,207715.320,8026896,6355748,2916,1600528,0,0,"Pronghorn Opera",11.256,"python3",42550.033,282.159,"Core app process",762100
1.750,0.750,98.000,0,0.750,0,0,29190.905,102243.666,8027836,6354804,2916,1600532,0,0,"Core app process",0.500,"python3",42534.861,281.999,"Core app process",762100
1.500,0.500,97.781,0,1.751,0,0,39182.581,135997.668,8028592,6354048,2916,1600532,0,0,"Core app process",0.500,"python3",42549.662,282.091,"Core app process",762100
0.750,0.500,98.028,0,1.500,0,0,22182.371,81985.546,8029096,6353544,2916,1600532,0,0,"memory cache",0.500,"python3",42544.219,289.083,"Core app process",762228
1.750,0.250,98.019,0,0.500,0,0,26303.050,70293.497,8025492,6357144,2916,1600536,0,0,"python3",0.500,"python3",42182.099,284.055,"Core app process",750564
1.500,0,98.000,0,1.750,0,0,20449.074,67605.243,8023136,6359500,2916,1600536,0,0,"docker-proxy",0.250,"python3",42187.152,291.001,"Core app process",756648
1.500,0.500,97.763,0,1.500,0,0,35498.680,108854.350,8033468,6349168,2916,1600536,0,0,"python3",0.500,"python3",42177.560,291.038,"Core app process",756648
1.750,0.250,97.505,0,1.500,0,0,41780.103,130746.581,8032208,6350428,2916,1600536,0,0,"memory cache",0.500,"python3",42186.123,289.015,"Core app process",756648
1.500,0.500,97.997,0,0.750,0,0,30374.921,85096.978,8033012,6349624,2916,1600536,0,0,"memory cache",0.250,"python3",42171.502,283.990,"Core app process",759592
1.250,0.250,98.498,0,1.500,0,0,22992.537,72556.540,8043756,6338880,2916,1600536,0,0,"python3",0.500,"python3",42179.151,283.994,"Core app process",761620
2.250,0.500,98.004,0,0.750,0,0,25552.097,84719.638,8036016,6346616,2916,1600540,0,0,"Core app process",0.500,"python3",42177.811,284.012,"Core app process",761788
1.501,1.000,97.289,0,1.501,0,0,32688.193,105958.765,8030600,6352032,2916,1600540,0,0,"Core app process",0.500,"python3",42193.029,284.115,"Core app process",765212
1.750,0.250,97.503,0,1.000,0,0,42007.179,146584.113,8038436,6344192,2916,1600544,0,0,"containerd",0.250,"python3",42186.184,298.008,"Core app process",783812
1.250,0.500,98.470,0,0.750,0,0,21647.388,79807.622,8033036,6349588,2916,1600548,0,0,"Core app process",0.250,"python3",42160.122,283.913,"Core app process",774624
1.500,0,97.752,0,1.750,0,0,26604.559,70235.475,8031624,6351000,2916,1600548,0,0,"Core app process",0.250,"python3",42168.886,284.006,"Core app process",773976
5.250,0.750,93.750,0,3.250,0,0,21383477.767,265545.898,8043120,6339504,2916,1600548,0,0,"Core app process",4.000,"python3",42176.984,282.000,"Core app process",783936
3.249,1.500,95.481,0,3.249,0,31.994,39576.147,113058.567,8050288,6332336,2916,1600552,0,0,"systemd",0.250,"python3",43330.403,281.944,"Core app process",786752
1.749,0.500,97.221,0,0.500,0,0,44746.873,142834.097,8058720,6323900,2916,1600552,0,0,"Core app process",0.500,"python3",42522.525,290.915,"Core app process",796600
27.501,1.750,69.752,0,0.250,0,0,30406.753,93110.306,8007704,6374916,2916,1600552,0,0,"Core app process",28.501,"python3",42517.053,289.007,"Core app process",714792
1.000,0,97.999,0,0.250,0,0,24060.676,77418.956,8003664,6378956,2916,1600552,0,0,"Core app process",0.500,"python3",42521.427,283.996,"Core app process",712856
1.250,0.250,97.738,0,0.250,0,0,26099.879,72715.304,7990660,6391960,2916,1600552,0,0,"Core app process",0.500,"python3",42515.915,283.966,"Core app process",720152
1.499,0.250,97.940,0,0.999,0,0,27929.778,91493.583,8003628,6378988,2916,1600556,0,0,"Core app process",0.250,"python3",42507.789,283.825,"Core app process",742924
2.000,0.500,97.504,0,0.750,0,0,40435.812,141196.328,8003624,6378988,2916,1600560,0,0,"Core app process",0.250,"python3",42522.906,282.013,"Core app process",744332
1.751,0.500,98.058,0,1.251,0,4.002,22317.303,89829.545,8003624,6378988,2916,1600560,0,0,"Core app process",0.250,"python3",42552.364,282.168,"Core app process",745484
2.499,0.250,96.224,0,1.999,0,0,5408118.077,166505.621,8003824,6378788,2916,1600560,0,0,"Core app process",1.000,"python3",42515.413,281.923,"Core app process",755344
21.743,1.749,75.975,0,1.000,0,0,10822027.451,327232.217,8019788,6362820,2916,1600564,0,0,"Core app process",17.494,"python3",42512.997,283.906,"Core app process",759104
3.750,0.750,95.000,0.250,0.500,0,6883.967,30055.855,88345.573,8032048,6350560,2916,1600564,0,0,"dockerd",0.250,"python3",42536.794,283.999,"Core app process",762176
1.250,0.500,97.250,0,0.750,0,20.000,44896.114,140526.357,8032300,6350308,2916,1600564,0,0,"db",0.750,"python3",42528.108,291.001,"Core app process",761360
2.250,1.000,96.229,0,1.500,0,0,5412426.424,187189.997,8026368,6356240,2916,1600564,0,0,"Core app process",1.250,"python3",42511.688,281.938,"Core app process",758880
28.234,1.749,70.460,0,0.999,0,0,21431923.891,402519.383,8020628,6361980,2916,1600564,0,0,"Core app process",19.489,"python3",42523.060,288.837,"Core app process",762064
1.750,0.250,97.993,0,0.750,0,0,19141.560,63681.210,8021384,6361224,2916,1600564,0,0,"Core app process",0.500,"python3",42523.802,281.979,"Core app process",762064
1.750,0.500,98.010,0,2.500,0,0,25007.595,88411.176,8021616,6360972,2916,1600584,0,0,"Core app process",0.500,"python3",42531.414,282.029,"Core app process",762064
2.250,0.750,96.999,0,1.250,0,0,39091.759,137693.152,8023380,6359200,2916,1600592,0,0,"docker-proxy",0.500,"python3",42517.738,290.998,"Core app process",762916
1.500,0.250,98.251,0,2.500,0,0,24989.152,96657.586,8023380,6359200,2916,1600592,0,0,"memory cache",0.500,"python3",42537.258,282.002,"Core app process",762916
1.250,0.500,97.962,0,1.499,0,0,29830.545,80872.946,8023380,6359200,2916,1600592,0,0,"db",0.250,"python3",42524.671,283.891,"Core app process",763044
6.250,0.500,92.250,0,1.500,0,0,18270.957,54516.872,8026148,6356428,2916,1600596,0,0,"Pronghorn Autom",6.250,"python3",42523.900,283.999,"Core app process",763044
1.500,0,98.219,0,0.750,0,0,28534.923,91043.039,8028668,6353908,2916,1600596,0,0,"memory cache",0.500,"python3",42504.479,283.910,"Core app process",763044
1.250,0.750,97.216,0,1.250,0,0,48260.890,146602.024,8029172,6353404,2916,1600596,0,0,"Core app process",0.500,"python3",42513.927,288.898,"Core app process",763044
1.500,0.500,97.721,0,1.749,0,59.982,31766.449,100745.709,8029676,6352900,2916,1600596,0,0,"python3",0.500,"python3",42509.219,283.915,"Core app process",763044
1.750,0.750,97.502,0,1.750,0,0,26327.656,80834.013,8029676,6352900,2916,1600596,0,0,"Core app process",0.500,"python3",42528.059,282.007,"Core app process",763044
1.501,0,98.039,0,2.501,0,0,18412.303,61076.224,7991936,6390640,2916,1600596,0,0,"Core app process",0.500,"python3",42537.872,291.115,"Core app process",750008
3.000,0.250,96.003,0,1.250,0,0,5371817.790,153158.014,7992104,6390472,2916,1600596,0,0,"Core app process",1.250,"python3",42528.115,284.007,"Core app process",752824
1.500,0.500,97.489,0,1.750,0,0,41159.357,142537.920,7993616,6388960,2916,1600596,0,0,"memory cache",0.500,"python3",42516.204,281.968,"Core app process",752824
14.258,1.001,84.045,0,1.001,0,0,24711.276,95213.151,7996492,6386080,2916,1600600,0,0,"Core app process",14.258,"python3",42543.856,284.153,"Core app process",749844
1.250,0.500,98.001,0,2.250,0,0,27980.295,74980.791,7996996,6385576,2916,1600600,0,0,"db",0.250,"python3",42535.449,289.003,"Core app process",749844
1.750,0.500,98.502,0,2.250,0,0,15880.260,52192.856,7993672,6388900,2916,1600600,0,0,"docker-proxy",0.250,"python3",42524.697,282.005,"Core app process",752788
24.508,1.000,74.273,0,0.500,0,0,4015401.129,79905.096,7967216,6415356,2916,1600600,0,0,"Core app process",16.755,"python3",42558.366,282.089,"Core app process",750912
25.749,0,72.998,0,0.250,0,0,27275.409,78596.298,7979784,6402788,2916,1600600,0,0,"Core app process",24.999,"python3",42531.079,290.994,"Core app process",750912
25.747,0.250,72.992,0,0.500,0,0,16940.192,43837.320,7978520,6404048,2916,1600604,0,0,"Core app process",24.747,"python3",42532.460,281.970,"Core app process",751040
31.995,0.750,66.490,0,0.500,0,15.998,17140.505,46877.175,7974992,6407576,2916,1600604,0,0,"Core app process",24.746,"python3",42510.811,281.959,"Core app process",751168
26.000,0,72.749,0,0.250,0,0,16788.809,56179.362,7974488,6408080,2916,1600604,0,0,"Core app process",24.750,"python3",42531.517,281.997,"Core app process",751168
35.739,2.249,61.731,0,0.750,0,0,18844966.251,3231253.370,7950448,6432120,2916,1600604,0,0,"Core app process",33.240,"python3",42502.680,286.910,"Core app process",756584
1.750,0,97.500,0,2.250,0,0,46624.030,149360.098,7951708,6430860,2916,1600604,0,0,"docker-proxy",0.500,"python3",42524.028,289.000,"Core app process",756584
0.750,0,98.277,0,1.500,0,0,23541.572,86784.227,7954400,6428168,2916,1600604,0,0,"db",0.250,"python3",42532.874,284.079,"Core app process",759400
1.000,0.500,97.750,0,2.750,0,0,31244.144,92290.426,7954904,6427664,2916,1600604,0,0,"Core app process",0.250,"python3",42532.196,282.001,"Core app process",759400
1.501,0.250,98.307,0,2.501,0,0,20934.106,71435.309,7954576,6427992,2916,1600604,0,0,"Core app process",0.250,"python3",42555.609,282.163,"Core app process",756752
2.250,0.500,96.752,0,1.000,0,0,5372920.844,145385.216,7951228,6431340,2916,1600604,0,0,"Core app process",1.250,"python3",42537.941,282.006,"Core app process",761716
1.501,0.500,97.346,0,0.500,0,0,48205.346,138504.035,7951980,6430584,2916,1600608,0,0,"tuned",0.250,"python3",42567.809,289.284,"Core app process",761024
1.499,0.250,97.705,0,0.500,0,0,28187.158,85782.919,7951896,6430664,2916,1600612,0,0,"memory cache",0.500,"python3",42519.629,281.872,"Core app process",763840
1.750,0.500,97.273,0,1.500,0,0,27479.475,93343.993,7953156,6429404,2916,1600612,0,0,"Core app process",0.750,"python3",42522.019,282.066,"Core app process",761224
1.250,0,97.998,0,1.500,0,0,24116.516,81012.374,7952600,6429960,2916,1600612,0,0,"Core app process",0.500,"python3",42517.146,281.994,"Core app process",764040
2.750,0.500,96.250,0,2.500,0,0,5376755.467,155195.667,7952688,6429872,2916,1600612,0,0,"Core app process",1.250,"python3",42511.909,283.999,"Core app process",761584
2.000,0.250,97.499,0,0.750,0,0,41965.448,133838.239,7953192,6429368,2916,1600612,0,0,"memory cache",0.500,"python3",42525.440,288.996,"Core app process",761584
1.250,0.250,98.499,0,2.750,0,0,22807.682,84248.824,7957644,6424916,2916,1600612,0,0,"Core app process",0.250,"python3",42526.406,283.996,"Core app process",764640
1.250,0.500,97.749,0,0.750,0,0,28221.600,86104.779,7958652,6423908,2916,1600612,0,0,"python3",0.500,"python3",42532.397,281.996,"Core app process",764640
2.500,0.250,96.748,0,1.500,0,0,24102.545,76135.563,7967384,6415176,2916,1600612,0,0,"Pronghorn Autom",1.250,"python3",42514.198,281.995,"Core app process",767456
15.250,1.750,82.502,0,1.750,0,0,5375408.068,152034.943,7967064,6415496,2916,1600612,0,0,"Core app process",15.000,"python3",42521.823,282.005,"Core app process",759508
1.750,0.500,97.497,0,1.000,0,188.995,40264.956,126280.724,7979156,6403404,2916,1600612,0,0,"Core app process",0.250,"python3",42520.897,288.993,"Core app process",759508
1.250,0.500,97.766,0,1.000,0,0,27584.410,83787.395,7968728,6413832,2916,1600612,0,0,"docker-proxy",0.250,"python3",42524.798,282.045,"Core app process",762324
46.000,2.750,51.250,0,1.250,0,0,27725328.226,1005780.795,7996832,6385724,2916,1600616,0,0,"Pronghorn Opera",23.250,"python3",42517.907,283.999,"Core app process",774572
1.750,0.500,98.027,0,1.500,0,0,24293.585,79311.497,7992200,6390356,2916,1600616,0,0,"Core app process",0.250,"python3",42549.533,282.076,"Core app process",774880
25.745,2.000,71.235,0,1.000,0,0,47715937.652,258680.201,8028928,6353628,2916,1600616,0,0,"Core app process",19.996,"python3",42503.325,281.942,"Core app process",813924
28.250,4.250,66.750,0,0.750,556.003,0,104292359.104,2244266.753,8127512,6254480,2916,1601180,0,0,"Core app process",26.250,"python3",42521.261,291.002,"Core app process",900492
36.250,2.000,61.750,0,1.250,0,0,21418311.090,220417.596,8252896,6129088,2916,1601188,0,0,"Pronghorn Autom",24.750,"python3",42507.308,289.002,"Core app process",925768
47.779,4.253,46.278,0,0.750,0,0,37328128.060,37413648.525,8405936,5976044,2916,1601192,0,0,"Core app process",23.264,"python3",42541.098,284.174,"Core app process",874808
1.000,0.250,98.250,0,3.000,0,0,21772.040,66982.123,8413828,5968148,2916,1601196,0,0,"python3",0.250,"python3",42529.078,284.001,"Core app process",904484
1.750,0.500,97.223,0,1.250,0,0,5369226.166,144759.347,8342416,6039560,2916,1601196,0,0,"Core app process",1.000,"python3",42506.063,283.920,"Core app process",907300
20.250,2.250,76.751,0,0.250,0,117.001,21399977.689,234368.318,8122560,6259416,2916,1601196,0,0,"Core app process",20.250,"python3",42512.421,282.003,"Core app process",715876
0.750,1.000,97.716,0,0.750,0,0,30447.390,98391.714,8096924,6285048,2916,1601200,0,0,"Core app process",0.250,"python3",42502.190,283.901,"Core app process",749364
1.999,0,97.444,0,0.999,0,0,31688.780,109664.945,8092944,6289024,2916,1601204,0,0,"Core app process",0.500,"python3",42497.565,283.837,"Core app process",764900
1.250,0.750,97.273,0,3.751,0,0,19979.743,64179.237,8087516,6294452,2916,1601204,0,0,"python3",0.500,"python3",42522.095,284.067,"Core app process",766268
3.000,0.750,96.247,0,0.750,0,0,5366468.337,133537.803,8082300,6299668,2916,1601204,0,0,"Core app process",1.500,"python3",42507.664,281.991,"Core app process",769276
7.750,1.000,91.501,0,0.500,0,8.000,39910.636,130314.076,8033376,6348592,2916,1601204,0,0,"Pronghorn Autom",5.750,"python3",42512.677,284.005,"Core app process",766712
1.250,0.250,98.258,0,0.750,0,32.003,27428.327,99600.452,8014568,6367388,2916,1601220,0,0,"python3",0.500,"python3",42721.625,291.025,"Core app process",769784
1.001,0.500,97.303,0,3.502,0,36.020,30402.584,97933.421,8014568,6367388,2916,1601220,0,0,"python3",0.500,"python3",42756.323,289.158,"Core app process",769784
1.001,0.250,98.302,0,2.501,0,4.002,17993.543,59467.540,7977424,6404532,2916,1601220,0,0,"tuned",0.250,"python3",42739.668,291.154,"Core app process",720168
3.250,0.750,96.500,0,1.000,0,0,5366188.141,129194.196,7974428,6407524,2916,1601220,0,0,"Core app process",1.000,"python3",43734.066,284.000,"Core app process",757096
3.000,1.250,94.498,0.250,2.750,0,7468.870,41672.274,131208.713,7986524,6395428,2916,1601220,0,0,"memory cache",0.500,"python3",42732.255,281.995,"Core app process",757096
1.749,0.500,97.716,0,1.499,0,0,32530.613,100650.768,7990728,6391224,2916,1601220,0,0,"Core app process",0.500,"python3",42711.049,288.899,"Core app process",766696
16.000,1.500,83.750,0,2.500,0,0,30644.966,105497.882,7969528,6412424,2916,1601220,0,0,"Core app process",14.250,"python3",42740.952,284.000,"Core app process",712344
30.244,2.749,66.736,0,1.000,0,0,26819741.313,503107.089,7970396,6411556,2916,1601220,0,0,"Core app process",20.996,"python3",42719.347,281.943,"Core app process",749432
2.500,0.750,96.498,0,1.500,0,0,5368067.242,134080.609,7977844,6404108,2916,1601220,0,0,"Core app process",1.250,"python3",42730.919,281.993,"Core app process",758816
1.500,0.250,97.477,0,2.249,0,0,46879.154,136041.524,7979608,6402344,2916,1601220,0,0,"Core app process",0.250,"python3",42730.114,288.933,"Core app process",760096
16.000,0.500,83.501,0,1.250,0,0,25175.396,87699.380,7948056,6433892,2916,1601224,0,0,"Core app process",14.500,"python3",42728.672,284.004,"Core app process",712368
14.254,1.250,84.777,0,2.251,0,0,18567193.322,152441.811,7954460,6427488,2916,1601224,0,0,"Core app process",12.754,"python3",42735.403,289.091,"Core app process",739308
1.251,0.250,97.813,0,1.251,0,0,24024.468,71707.169,7974592,6407356,2916,1601224,0,0,"Pronghorn Autom",0.750,"python3",42755.529,291.187,"Core app process",750036
